product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
25359,Pinehurst Smartwatches Max,17,1604,1077,Pinehurst,"High quality smartwatches from Pinehurst, built for everyday reliability.",6.0,1767.82,2359
25360,Brightline Cleaning Supplies Max,23,6203,1256,Brightline,"High quality cleaning supplies from Brightline, built for everyday reliability.",36.0,1442.95,3569
25361,Zentra Skincare Max,39,6578,385,Zentra,"High quality skincare from Zentra, built for everyday reliability.",18.0,876.13,3446
25362,Verdant Tyres & Wheels Pro,57,1546,1406,Verdant,"High quality tyres & wheels from Verdant, built for everyday reliability.",6.0,1137.96,3331
25363,Willowmere Puzzles Classic,46,6108,1359,Willowmere,"High quality puzzles from Willowmere, built for everyday reliability.",6.0,862.14,1331
25364,Zentra Staples Elite,51,147,990,,"High quality staples from Zentra, built for everyday reliability.",6.0,62.91,3734
25365,Fenwick Smartwatches Classic,17,3704,1474,Fenwick,"High quality smartwatches from Fenwick, built for everyday reliability.",12.0,178.93,4692
25366,Verdant Camping Gear Air,30,4732,808,,"High quality camping gear from Verdant, built for everyday reliability.",36.0,618.89,2321
25367,Beacon Lighting Prime,22,7634,812,Beacon,"High quality lighting from Beacon, built for everyday reliability.",36.0,175.19,911
25368,Halcyon Fitness Equipment Plus,29,3293,545,Halcyon,"High quality fitness equipment from Halcyon, built for everyday reliability.",,276.53,3344
25369,Zentra Board Games Core,45,3018,1438,Zentra,"High quality board games from Zentra, built for everyday reliability.",36.0,1199.18,1018
25370,Brightline Televisions Prime,15,2426,1335,Brightline,"High quality televisions from Brightline, built for everyday reliability.",18.0,765.11,4739
25371,Ironclad Cameras Mini,14,5020,276,Ironclad,"High quality cameras from Ironclad, built for everyday reliability.",6.0,780.09,754
25372,Halcyon Academic Air,38,7138,1201,Halcyon,"High quality academic from Halcyon, built for everyday reliability.",12.0,1590.17,4304
25373,Crestview Camping Gear Edition,30,2073,368,,"High quality camping gear from Crestview, built for everyday reliability.",6.0,1001.19,1084
25374,Zentra Academic Pro,38,2201,748,Zentra,"High quality academic from Zentra, built for everyday reliability.",18.0,324.26,1387
25375,Brightline Cleaning Supplies Air,23,2666,1443,,"High quality cleaning supplies from Brightline, built for everyday reliability.",36.0,310.02,917
25376,Kestrel Outdoor Toys Pro,47,3802,1247,Kestrel,"High quality outdoor toys from Kestrel, built for everyday reliability.",6.0,1915.6,2326
25377,Kairo Cycling Neo,31,6179,1217,Kairo,"High quality cycling from Kairo, built for everyday reliability.",24.0,1657.19,3049
25378,Trueform Tablets 2.0,16,1265,518,Trueform,"High quality tablets from Trueform, built for everyday reliability.",36.0,382.19,3842
25379,Brightline Board Games Series X,45,2522,848,Brightline,"High quality board games from Brightline, built for everyday reliability.",36.0,622.6,4122
25380,Alderwood Haircare Studio,40,298,600,Alderwood,"High quality haircare from Alderwood, built for everyday reliability.",24.0,727.13,25
25381,Willowmere Organizers Air,61,6391,384,Willowmere,"High quality organizers from Willowmere, built for everyday reliability.",18.0,1701.44,897
25382,Fenwick Storage Pro,21,7226,525,Fenwick,"High quality storage from Fenwick, built for everyday reliability.",36.0,148.39,1267
25383,Novara Staples Pro,51,6787,813,Novara,"High quality staples from Novara, built for everyday reliability.",,288.26,2779
25384,Solace Educational Elite,48,7245,471,Solace,"High quality educational from Solace, built for everyday reliability.",,121.94,1066
25385,Northgate Printers 2.0,59,2714,932,,"High quality printers from Northgate, built for everyday reliability.",12.0,1648.84,1880
25386,Rosewood Non-Fiction Core,35,5730,698,Rosewood,"High quality non-fiction from Rosewood, built for everyday reliability.",12.0,1145.95,2855
25387,Northgate Staples 2.0,51,2289,285,Northgate,"High quality staples from Northgate, built for everyday reliability.",6.0,1364.74,4417
25388,Cascadia Team Sports Elite,32,5899,45,Cascadia,,18.0,1344.53,3011
25389,Trueform Smartphones Air,11,2122,1069,Trueform,"High quality smartphones from Trueform, built for everyday reliability.",6.0,982.94,4467
25390,Trueform Cleaning Supplies Prime,23,4940,1331,Trueform,"High quality cleaning supplies from Trueform, built for everyday reliability.",12.0,1602.42,1109
25391,Solace Cycling Plus,31,4022,955,Solace,"High quality cycling from Solace, built for everyday reliability.",36.0,1397.86,4510
25392,Cascadia Fitness Equipment Flex,29,3015,602,Cascadia,"High quality fitness equipment from Cascadia, built for everyday reliability.",18.0,508.73,4619
25393,Solace Televisions Ultra,15,1515,1152,Solace,"High quality televisions from Solace, built for everyday reliability.",18.0,839.05,777
25394,Halcyon Furniture Core,60,7796,506,,"High quality furniture from Halcyon, built for everyday reliability.",24.0,248.42,1312
25395,Statik Tablets Air,16,6428,967,Statik,"High quality tablets from Statik, built for everyday reliability.",36.0,1229.36,4728
25396,Pinehurst Bedding Pro,20,4658,1288,Pinehurst,"High quality bedding from Pinehurst, built for everyday reliability.",,1505.45,3481
25397,Lumen Board Games Series X,45,4926,1307,Lumen,"High quality board games from Lumen, built for everyday reliability.",36.0,783.4,2472
25398,Novara Skincare Flex,39,4785,407,,"High quality skincare from Novara, built for everyday reliability.",36.0,1149.45,954
25399,Kairo Action Figures One,44,7056,320,Kairo,,6.0,1490.41,1201
25400,Statik Printers Max,59,2159,302,,"High quality printers from Statik, built for everyday reliability.",,1473.2,71
25401,Ironclad Printers Series X,59,5314,624,Ironclad,"High quality printers from Ironclad, built for everyday reliability.",6.0,1099.21,2978
25402,Beacon Cleaning Supplies Elite,23,7928,1296,Beacon,"High quality cleaning supplies from Beacon, built for everyday reliability.",6.0,457.78,1311
25403,Beacon Smartphones Air,11,1165,50,Beacon,"High quality smartphones from Beacon, built for everyday reliability.",24.0,1723.59,1718
25404,Northgate Furniture Neo,19,6081,642,Northgate,"High quality furniture from Northgate, built for everyday reliability.",24.0,727.23,4305
25405,Willowmere Women's Clothing Neo,25,6052,1058,Willowmere,"High quality women's clothing from Willowmere, built for everyday reliability.",24.0,1752.67,1471
25406,Vivex Laptops Core,12,1926,106,Vivex,"High quality laptops from Vivex, built for everyday reliability.",18.0,854.3,4062
25407,Willowmere Cleaning Supplies Mini,23,1122,716,Willowmere,"High quality cleaning supplies from Willowmere, built for everyday reliability.",12.0,33.21,1455
25408,Novara Bakery Neo,53,5568,193,Novara,"High quality bakery from Novara, built for everyday reliability.",24.0,314.21,1125
25409,Statik Team Sports Go,32,1161,1404,Statik,"High quality team sports from Statik, built for everyday reliability.",6.0,1473.15,4848
25410,Pinehurst Academic Lite,38,6895,659,Pinehurst,"High quality academic from Pinehurst, built for everyday reliability.",,1344.67,4076
25411,Kairo Bakery Edition,53,2910,286,Kairo,,6.0,562.01,3749
25412,Lumen Staples Flex,51,4271,944,Lumen,"High quality staples from Lumen, built for everyday reliability.",36.0,1243.07,2712
25413,Cascadia Accessories Mini,27,4328,1228,Cascadia,"High quality accessories from Cascadia, built for everyday reliability.",12.0,1639.51,96
25414,Alderwood Tools One,56,1042,487,Alderwood,,18.0,892.47,1797
25415,Beacon Haircare Series X,40,2522,844,Beacon,"High quality haircare from Beacon, built for everyday reliability.",,1337.46,4899
25416,Halcyon Accessories Ultra,27,4233,1421,Halcyon,"High quality accessories from Halcyon, built for everyday reliability.",6.0,1074.48,3136
25417,Willowmere Bags 2.0,28,6883,765,Willowmere,"High quality bags from Willowmere, built for everyday reliability.",12.0,1854.86,3295
25418,Pinehurst Televisions Classic,15,5941,1456,Pinehurst,"High quality televisions from Pinehurst, built for everyday reliability.",12.0,1073.63,661
25419,Brightline Dairy Mini,52,7597,882,Brightline,"High quality dairy from Brightline, built for everyday reliability.",6.0,987.43,4073
25420,Trueform Grooming Mini,43,4248,771,Trueform,"High quality grooming from Trueform, built for everyday reliability.",12.0,22.45,285
25421,Statik Cleaning Supplies Prime,23,5926,1477,Statik,"High quality cleaning supplies from Statik, built for everyday reliability.",24.0,1955.37,4601
25422,Zentra Academic Neo,38,6027,1472,Zentra,"High quality academic from Zentra, built for everyday reliability.",36.0,194.15,470
25423,Verdant Puzzles Core,46,803,1190,Verdant,,36.0,630.0,1927
25424,Alderwood Fiction Classic,34,244,190,,"High quality fiction from Alderwood, built for everyday reliability.",18.0,1736.8,2598
25425,Kestrel Cameras Neo,14,6559,546,,"High quality cameras from Kestrel, built for everyday reliability.",36.0,1100.56,4283
25426,Northgate Board Games Classic,45,2541,228,Northgate,"High quality board games from Northgate, built for everyday reliability.",24.0,747.14,54
25427,Rosewood Smartphones Prime,11,7869,947,Rosewood,"High quality smartphones from Rosewood, built for everyday reliability.",12.0,756.19,4983
25428,Rosewood Lighting Series X,22,5093,1299,Rosewood,"High quality lighting from Rosewood, built for everyday reliability.",24.0,754.89,1520
25429,Northgate Tablets Classic,16,5266,546,Northgate,,36.0,1993.0,1308
25430,Pinehurst Comics Flex,37,1196,1119,Pinehurst,"High quality comics from Pinehurst, built for everyday reliability.",18.0,1479.94,161
25431,Rosewood Haircare Plus,40,2898,571,Rosewood,"High quality haircare from Rosewood, built for everyday reliability.",24.0,124.38,4535
25432,Marlowe Footwear Plus,26,6750,827,Marlowe,"High quality footwear from Marlowe, built for everyday reliability.",12.0,141.12,4727
25433,Alto Comics Series X,37,2961,1315,Alto,"High quality comics from Alto, built for everyday reliability.",12.0,1324.07,1332
25434,Kairo Beverages 2.0,50,4384,1237,Kairo,"High quality beverages from Kairo, built for everyday reliability.",18.0,747.48,3236
25435,Trueform Car Accessories Prime,54,3618,816,,"High quality car accessories from Trueform, built for everyday reliability.",36.0,642.34,1343
25436,Kestrel Motorbike Accessories Plus,55,4183,1121,Kestrel,"High quality motorbike accessories from Kestrel, built for everyday reliability.",12.0,246.64,802
25437,Willowmere Fitness Equipment Classic,29,794,855,Willowmere,"High quality fitness equipment from Willowmere, built for everyday reliability.",6.0,1858.69,73
25438,Brightline Car Accessories Neo,54,1102,1311,,,36.0,1925.6,2124
25439,Beacon Organizers 2.0,61,7347,454,Beacon,"High quality organizers from Beacon, built for everyday reliability.",18.0,62.89,30
25440,Halcyon Furniture Edition,19,6268,652,Halcyon,,12.0,850.99,2305
25441,Halcyon Educational Series X,48,76,610,Halcyon,,12.0,1800.04,1373
25442,Cascadia Laptops Go,12,3306,535,Cascadia,,36.0,220.35,4923
25443,Statik Team Sports Max,32,1889,47,Statik,"High quality team sports from Statik, built for everyday reliability.",18.0,1464.23,535
25444,Verdant Bakery Go,53,262,1140,Verdant,"High quality bakery from Verdant, built for everyday reliability.",24.0,487.66,2445
25445,Halcyon Children's Books Core,36,2499,144,Halcyon,"High quality children's books from Halcyon, built for everyday reliability.",24.0,764.89,4227
25446,Nordwell Smartwatches Go,17,7287,435,Nordwell,"High quality smartwatches from Nordwell, built for everyday reliability.",18.0,1880.04,1772
25447,Verdant Accessories Mini,27,2394,394,Verdant,"High quality accessories from Verdant, built for everyday reliability.",36.0,1727.47,1865
25448,Alderwood Lighting Elite,22,7700,608,Alderwood,"High quality lighting from Alderwood, built for everyday reliability.",18.0,676.0,4985
25449,Alto Staples Studio,51,5720,1248,Alto,"High quality staples from Alto, built for everyday reliability.",12.0,608.56,4574
25450,Statik Fiction Series X,34,5025,1485,Statik,"High quality fiction from Statik, built for everyday reliability.",6.0,765.6,4104
25451,Statik Car Accessories Classic,54,6776,1424,Statik,"High quality car accessories from Statik, built for everyday reliability.",36.0,1096.52,1460
25452,Halcyon Cleaning Supplies Lite,23,6910,137,Halcyon,"High quality cleaning supplies from Halcyon, built for everyday reliability.",36.0,1793.52,3468
25453,Kestrel Team Sports Elite,32,2914,494,Kestrel,"High quality team sports from Kestrel, built for everyday reliability.",6.0,817.41,2451
25454,Vivex Staples Edition,51,2608,761,Vivex,"High quality staples from Vivex, built for everyday reliability.",24.0,1766.49,1213
25455,Novara Camping Gear Essential,30,5718,1262,Novara,"High quality camping gear from Novara, built for everyday reliability.",12.0,1917.36,4935
25456,Solace Camping Gear Neo,30,1800,316,Solace,"High quality camping gear from Solace, built for everyday reliability.",24.0,1428.92,4973
25457,Pinehurst Camping Gear Prime,30,5451,990,Pinehurst,"High quality camping gear from Pinehurst, built for everyday reliability.",24.0,1222.49,4466
25458,Trueform Board Games Prime,45,2103,1483,Trueform,"High quality board games from Trueform, built for everyday reliability.",24.0,701.82,4363
25459,Solace Laptops Ultra,12,4780,1322,Solace,"High quality laptops from Solace, built for everyday reliability.",18.0,1868.49,385
25460,Cascadia Puzzles Essential,46,7248,1139,,"High quality puzzles from Cascadia, built for everyday reliability.",12.0,1438.93,1994
25461,Rosewood Stationery 2.0,58,2495,357,,"High quality stationery from Rosewood, built for everyday reliability.",12.0,669.71,2060
25462,Brightline Tyres & Wheels Classic,57,4368,677,Brightline,"High quality tyres & wheels from Brightline, built for everyday reliability.",24.0,194.79,407
25463,Lumen Haircare Prime,40,224,79,Lumen,"High quality haircare from Lumen, built for everyday reliability.",6.0,152.22,1932
25464,Vivex Team Sports Mini,32,7563,1360,Vivex,"High quality team sports from Vivex, built for everyday reliability.",24.0,738.22,1808
25465,Statik Bags Studio,28,7327,666,Statik,,6.0,1360.25,18
25466,Northgate Dairy Prime,52,3555,1326,Northgate,"High quality dairy from Northgate, built for everyday reliability.",6.0,1956.58,1994
25467,Rosewood Stationery 2.0,58,4618,108,Rosewood,"High quality stationery from Rosewood, built for everyday reliability.",,1446.24,3787
25468,Halcyon Academic Core,38,995,174,,"High quality academic from Halcyon, built for everyday reliability.",12.0,832.74,773
25469,Rosewood Comics Studio,37,1557,173,Rosewood,"High quality comics from Rosewood, built for everyday reliability.",6.0,1611.47,469
25470,Zentra Organizers Series X,61,2059,1404,Zentra,"High quality organizers from Zentra, built for everyday reliability.",24.0,249.79,1616
